"District","FIPS","Year","Variable","Measure Type","Value"
"Brookfield School District","900108980","2009-2010","Student Enrollment","Number","2906"
"Brooklyn School District","","2009-2010","Student Enrollment","Number","972"
"Canaan School District","","2009-2010","Student Enrollment","Number","95"
"Canterbury School District","","2009-2010","Student Enrollment","Number","556"
"Canton School District","900312270","2009-2010","Student Enrollment","Number","1775"
"Capital Preparatory Harbor School Inc. District","","2009-2010","Student Enrollment","Number","-6666"
"Capitol Region Education Council","","2009-2010","Student Enrollment","Number","3948"
"Chaplin School District","","2009-2010","Student Enrollment","Number","173"
"Charter School for Young Children on Asylum Hill","","2009-2010","Student Enrollment","Number","185"
"Cheshire School District","900914160","2009-2010","Student Enrollment","Number","4971"
"Chester School District","","2009-2010","Student Enrollment","Number","299"
"Clinton School District","900715350","2009-2010","Student Enrollment","Number","2035"
"Colchester School District","901115910","2009-2010","Student Enrollment","Number","3228"
"Colebrook School District","","2009-2010","Student Enrollment","Number","119"
"Columbia School District","","2009-2010","Student Enrollment","Number","560"
"Common Ground High School District","","2009-2010","Student Enrollment","Number","160"
"Connecticut","9","2009-2010","Student Enrollment","Number","567792"
"Connecticut Technical High School System","","2009-2010","Student Enrollment","Number","10469"
"Cooperative Educational Services","","2009-2010","Student Enrollment","Number","778"
"Cornwall School District","","2009-2010","Student Enrollment","Number","122"
"Coventry School District","","2009-2010","Student Enrollment","Number","1920"
"Cromwell School District","","2009-2010","Student Enrollment","Number","2068"
"Danbury School District","900118500","2009-2010","Student Enrollment","Number","10483"
"Darien School District","900118850","2009-2010","Student Enrollment","Number","4791"
"Deep River School District","","2009-2010","Student Enrollment","Number","351"
"Department of Mental Health and Addiction Services","","2009-2010","Student Enrollment","Number","-9999"
"Derby School District","900919550","2009-2010","Student Enrollment","Number","1474"
"East Granby School District","900322070","2009-2010","Student Enrollment","Number","907"
"East Haddam School District","","2009-2010","Student Enrollment","Number","1405"
"East Hampton School District","900722490","2009-2010","Student Enrollment","Number","2034"
"East Hartford School District","900322630","2009-2010","Student Enrollment","Number","7280"
"East Haven School District","900922910","2009-2010","Student Enrollment","Number","3546"
"East Lyme School District","901123400","2009-2010","Student Enrollment","Number","3113"
"East Windsor School District","900324800","2009-2010","Student Enrollment","Number","1397"
"Eastern Connecticut Regional Educational Services","","2009-2010","Student Enrollment","Number","208"
"Eastford School District","","2009-2010","Student Enrollment","Number","171"
"Easton School District","","2009-2010","Student Enrollment","Number","1114"
"Ellington School District","901325360","2009-2010","Student Enrollment","Number","2675"
"Elm City College Preparatory School District","","2009-2010","Student Enrollment","Number","547"
"Elm City Montessori School District","","2009-2010","Student Enrollment","Number","-6666"
"Enfield School District","900325990","2009-2010","Student Enrollment","Number","6119"
"Essex School District","","2009-2010","Student Enrollment","Number","593"
"Explorations District","","2009-2010","Student Enrollment","Number","80"
"Fairfield School District","900126620","2009-2010","Student Enrollment","Number","10134"
"Farmington School District","900327600","2009-2010","Student Enrollment","Number","4169"
"Franklin School District","","2009-2010","Student Enrollment","Number","225"
"Glastonbury School District","900331240","2009-2010","Student Enrollment","Number","6846"
"Granby School District","900332640","2009-2010","Student Enrollment","Number","2294"
"Great Oaks Charter School Bridgeport","","2009-2010","Student Enrollment","Number","-6666"
"Greenwich School District","900133620","2009-2010","Student Enrollment","Number","8863"
"Griswold School District","901133900","2009-2010","Student Enrollment","Number","2068"
"Groton School District","901134250","2009-2010","Student Enrollment","Number","5063"
"Guilford School District","900934950","2009-2010","Student Enrollment","Number","3736"
"Hamden School District","900935650","2009-2010","Student Enrollment","Number","5997"
"Hampton School District","","2009-2010","Student Enrollment","Number","143"
"Hartford School District","900337070","2009-2010","Student Enrollment","Number","21552"
"Hartland School District","","2009-2010","Student Enrollment","Number","229"
"Hebron School District","","2009-2010","Student Enrollment","Number","1172"
"Highville Charter School District","","2009-2010","Student Enrollment","Number","303"
"Integrated Day Charter School District","","2009-2010","Student Enrollment","Number","330"
"Interdistrict School for Arts and Communication District","","2009-2010","Student Enrollment","Number","182"
"Jumoke Academy District","","2009-2010","Student Enrollment","Number","434"
"Kent School District","","2009-2010","Student Enrollment","Number","282"
"Killingly School District","901540500","2009-2010","Student Enrollment","Number","2708"
"LEARN","","2009-2010","Student Enrollment","Number","1121"
"Lebanon School District","901142390","2009-2010","Student Enrollment","Number","1457"
"Ledyard School District","901142600","2009-2010","Student Enrollment","Number","2682"
"Lisbon School District","","2009-2010","Student Enrollment","Number","569"
"Litchfield School District","900543370","2009-2010","Student Enrollment","Number","1207"
"Madison School District","900944560","2009-2010","Student Enrollment","Number","3695"
"Manchester School District","900344700","2009-2010","Student Enrollment","Number","6941"
"Mansfield School District","","2009-2010","Student Enrollment","Number","1275"
"Marlborough School District","","2009-2010","Student Enrollment","Number","669"
"Meriden School District","900946520","2009-2010","Student Enrollment","Number","8463"
"Middletown School District","900747360","2009-2010","Student Enrollment","Number","5239"
"Milford School District","900947535","2009-2010","Student Enrollment","Number","7147"
"Monroe School District","900148620","2009-2010","Student Enrollment","Number","3899"
"Montville School District","901148900","2009-2010","Student Enrollment","Number","2698"
"Naugatuck School District","900949950","2009-2010","Student Enrollment","Number","4893"
"New Beginnings Inc. Family Academy District","","2009-2010","Student Enrollment","Number","360"
"New Britain School District","900350440","2009-2010","Student Enrollment","Number","10318"
"New Canaan School District","900150580","2009-2010","Student Enrollment","Number","4091"
"New Fairfield School District","900150860","2009-2010","Student Enrollment","Number","3031"
"New Hartford School District","","2009-2010","Student Enrollment","Number","632"
"New Haven School District","900952070","2009-2010","Student Enrollment","Number","19947"
"New London School District","901152350","2009-2010","Student Enrollment","Number","3020"
"New Milford School District","900552630","2009-2010","Student Enrollment","Number","4883"
"Newington School District","900352140","2009-2010","Student Enrollment","Number","4492"
"Newtown School District","900152980","2009-2010","Student Enrollment","Number","5510"
"Norfolk School District","","2009-2010","Student Enrollment","Number","144"
"North Branford School District","900953890","2009-2010","Student Enrollment","Number","2342"
"North Canaan School District","","2009-2010","Student Enrollment","Number","328"
"North Haven School District","900954870","2009-2010","Student Enrollment","Number","3712"
"North Stonington School District","901155500","2009-2010","Student Enrollment","Number","792"
